#,Short Name,Full Description,Report Date,Owner,Priority,Status,Source,Singular Dev,Solved Date,Diagnostic,Solution,Story,Singular Story,Comments/Next Steps,,,,,,,,,,,,,,,
14.0,Wedding date inconsistent between summary and client pages,A display discrepancy in Wedding Date was found between the client summary view and individual client pages.,2026-08-17,Singular,2. High,Done,Read AI – DFS - Cobalt X Singular,Alonso,2026-08-22 00:00:00,"The Wedding Date inconsistency was caused by different interfaces using different Wedding Date fields and display logic. Some pages were not using a standardized Wedding Date fallback logic, while a few others had a date-formatting issue that shifted the displayed date by one day. A full audit confirmed that some interfaces were already displaying the correct value and required no changes.","Audited Wedding Date display end-to-end across all 12 relevant Daily Ops and Tracking interfaces. Standardized non-editable Wedding Date displays to use a shared fallback field: when a formatted date is available, it is shown; otherwise, the existing free-text Wedding Date value is used. This keeps the displayed value consistent across interfaces regardless of the source format.

Updated Appointments, Recap, Alterations, Draft Orders, Sold Orders, and Fulfillment to use this logic, and corrected one-day date display offsets in Calligraphy Cards, and Did Not Convert. Pipeline, Customization Requests, Sample Tracker, and Change Log were verified as already correct and required no changes.

I also spot-checked specific cases to confirm the fallback works correctly when either the formatted date or the free-text value should be displayed. No source client data was modified.",,,,,,,,,,,,,,,,,,
15.0,Pipeline — Fulfillment & Alterations Logic (Axel),"Logic for closing out an order once it reaches In Fulfillment isn't defined, and alterations line items currently register the wrong fulfillment status.",,Singular,2. High,Done,,Axel,2026-08-20 00:00:00,"• Julia asked what should move an order out of “In Fulfillment” (tracking number entered? pickup confirmed by reception?); the Fulfillment page will also get a filter to hide historical/closed orders by default. Axel proposed order_items.quantity_open = 0 as the “closed” signal (all items on an order must be closed for the order to close). Per Julia's Aug 20 Slack update, there's a richer flow to fold in: Sarah creates shipping labels in Apparel Magic — Airtable should reflect that (“Shipping label created”), auto-display the tracking number once it exists, close automatically when a bride picks up her gown in an appointment, and add a manual “Shipped” checkbox as an explicit staff confirmation step for shipped orders. Needs scoping: whether the AM-sourced label/tracking status should drive the transition on its own, or just be informational alongside quantity_open and the manual checkbox.
• when an alterations line item is present it should register as picked (in-studio), not shipped; also clarified payment rule (alterations appointment confirmed only if alterations were purchased, otherwise payment required first). The payment-rule half already shipped (derived Paid/Unpaid column based on “Alterations” in Item Sold); the picked-vs-shipped fulfillment-status semantic isn't yet confirmed fixed.","Orders now automatically move out of ""In Fulfillment"" into a single ""Fulfilled"" stage once everything on the order has been picked or shipped — no manual step needed in the normal case. We also added a backup manual checkbox for staff, for the rare case where Apparel Magic data comes in late or incomplete.

Separately, fixed the alterations line-item bug: alterations items were inflating an order's ""% Picked,"" which could trigger the next phase too early. Alterations are now excluded from that calculation, so they no longer cause incorrect fulfillment statuses.

Open follow-up: still reviewing with Julia whether to keep or retire the older ""Shipped"" tracking fields (shipped status, shipped percentage) — they aren't driving anything today.",,,,,,,,,,,,,,,,,,
19.0,Sample Tracker: rtw_size alerts + appointment types scope,"False readiness alerts are firing on Sample Tracker
""• the sample tracker was flagging too many clients as “not ready,” traced to missing ready-to-wear size data; the alert view also needs to be scoped to consultation appointments only, not alterations appointments — in progress.

ship the RTW-size readiness-alert fix;",,Singular,2. High,Done,,Axel,27/08/26 Axel,"False ""not ready"" alerts traced to two separate causes: 1. the risk-alert size matching was reading a manual-entry-only RTW size field that's almost always blank, instead of the formula field that falls back to the customer's self-reported Acuity size. 2. The future-appointments scan feeding the alert panel wasn't filtering by appointment type at all, so fittings/pickups/alterations appointments could also trigger a ""not ready"" alert meant only for upcoming Consultations.","RTW size now reads the Acuity-fallback formula field (missing size shows as its own ""incomplete data"" state, never a false not-ready), and the risk-alerts panel only ever considers Consultation appointments.
Added a new feature on top: clicking a client's name on a Risk Card now opens a read-only appointment detail modal (Room, Sales Associate, Ready to Wear Size, appointment notes, wedding info) plus a Favorite Samples section showing exact/close/no-stock match status for each of her favorite styles — so staff can see everything relevant to why an alert fired without leaving Sample Tracker.",,,,,,,,,,,,,,,,,,
29.0,"Pipeline — Order Ready, Alterations & Fulfillment Per-Order Fields (Unassigned)","Several stage-view fields on Order Ready, Alterations, and Fulfillment are set at the bride level when they should be tracked per order, and stage columns aren't reflecting recently scheduled alterations appointments.",,Singular,2. High,Done,,Axel,,"• alterations appointments scheduled in the past 7 days aren't showing up in the Alterations column of the Pipeline Kanban — needs review against live Acuity data.
• the Fulfillment column isn't showing any appointments from the last 7 days; the automation that should trigger this change appears not to have been updated — likely resolves alongside the Fulfillment & Alterations Logic work Axel owns.
• Pick Up and Ship fields on Order Ready track whether the selected fulfillment method was completed, not which method was chosen — proposed fix is an inline Orders table showing each order's own fulfillment method, since a bride can have multiple orders with different methods.
• the manual Client Notified checkbox on Order Ready should become a rollup (% of orders where the client has been notified), with an editable Client Notified field added to the same inline orders table.
• on Alterations, the Last Alterations Appt timezone doesn't parse correctly, the Alterations Lead should display even when empty, and two new fields are proposed — an Alterations In House button for SAs (“No Alterations” / “Alterations Needed”) and an Alterations Status single-select (Pending by default, shown only when Alterations In House or Shopify Alteration Order is TRUE). This ties directly into the Order Ready → In Fulfillment stage rework: gown ready + no alterations → In Fulfillment; gown ready + alterations done → In Fulfillment; gown ready + alterations pending → stays Order Ready (or In Alterations if scheduled); Alterations Status feeds the Stage formula directly. Questions sent to Julia for confirmation Aug 20, pending her reply before build.
• on In Fulfillment, Fulfillment Method, Client Notified, Tracking Number, and 3PL are per-order attributes displayed as if they were general to the bride — the same per-order fix direction as the Pick Up/Ship and Client Notified items above, using an inline table with those columns editable except 3PL; the hardcoded “Tax + Shipping” values should be removed once this lands, since they no longer apply.","Issue 1 — Alterations/Fulfillment columns weren't reflecting recent appointments
Fixed the sync bug (pointed at a deprecated appointment-type field). While rolling it out we found something bigger: stage was being written by 8 uncoordinated automations, which briefly moved a batch of clients backward — corrected everyone affected, and started a rework so stage gets computed from independent one-way facts instead of being overwritten directly, making this bug class structurally impossible going forward. Status: built and validated in Sandbox/Production; the final cutover is paused until Julia reviews the new logic.

Issue 2 — Fulfillment column wasn't reflecting recent pickups
Found the cause: the automation was reading a deprecated appointment-type field and was also missing a few valid pickup appointment types in its trigger. Fixed both, then backfilled every client who had already picked up but was stuck waiting. Status: live in Production.

Issue 3 — Pick Up/Shipping on Order Ready tracked method, not completion
Removed the manual ""Shipping""/""Pick Up"" checkboxes (only worked for one order per bride) and replaced them with a table showing every one of her orders, each with its fulfillment method and a real progress bar for how much has been picked up/shipped. Status: live in Sandbox.

Issue 4 — Client Notified was a manual checkbox
It's now a progress bar showing the % of a bride's orders where the client has actually been notified, calculated automatically instead of checked by hand. Status: live in Sandbox and Production.

Issue 5 — Alterations: timezone, Alterations Lead, In House button, Alterations Status
Fixed a timezone bug in alterations appointment times (was showing the viewer's own timezone instead of the studio's). Alterations Lead now always shows. Alterations In House is now a clear button instead of a checkbox. Added a new Alterations Status field (starts at ""Pending""), with its options and colors pulled live from Airtable. Status: live in Sandbox and Production; Julia's confirmation on the full status list still pending (two choices so far: ""Pending"", ""Done"").

Issue 6 — Fulfillment Method/Client Notified/Tracking/3PL were bride-level, not per-order
Removed the bride-level Fulfillment Method, Client Notified, Tracking #, and 3PL fields on In Fulfillment and replaced them with a table showing every one of the bride's orders, each with its own method, notified status, tracking number, and 3PL, plus a real progress bar. Fulfillment Method and Client Notified are editable per order; Tracking # and 3PL stay read-only. Also fixed the underlying progress calculation, which was double-counting ""picked"" (ready to hand off) and ""shipped"" (already handed off) as if they were two halves of the same total. Status: live in Sandbox and Production.",,,,,,,,,,,,,,,,,,
36.0,Inaccurate Appointment Size Feeding Sample Alerts Tracker,Appointments don't have accurate size to be used in the Sample Alerts tracker.,,Singular,2. High,Open,,Axel,,"Replace the existing automation that saves the Acuity Size in the appointment with a new one:
- Triggered when favorite styles from acuity and sample log records don't match or scheduled if too complicated.
- A script that evaluates current find records node conditions + update records.",,,,,,,,,,,,,,,,,,,
46.0,Order Ready trigger rule finalised (gown-picked AND logic),"Order Ready triggers on AND logic: if the client has any gown item, at least one gown must be picked regardless of the other items; if there is no gown, more than 50% of items must be picked. With multiple gowns, one picked is sufficient. Replaces the earlier 75% picked threshold variable.",2026-08-21 00:00:00,Singular,2. High,In Progress,,Axel,,,,Sprint 5: Order Ready Interface,Full,,,,,,,,,,,,,,,,
48.0,Triage action column drives next step per order,"Triage action column surfaces the next action per order: shipping - confirm address; pickup - reach out to schedule pickup; alterations paid but unbooked - reach out to book first fitting; alterations unpaid - flag to get payment. Once the action is completed staff tick a box and the order moves to fulfilment. I am not sure I want it to be fully dynamic where it send emails from the order ready interface directly, i think the only thing to build now is the confirming shipping address and having a log of all addresses, acuity, shopify, confirmed address from recap form, a previously confirmed address from recap form.
No need to build email capabilities now",2026-08-21 00:00:00,Singular,2. High,Open,,Axel,,,,Sprint 5: Order Ready Interface,Full,,,,,,,,,,,,,,,,
55.0,Two independent fulfilment-method fields with different logic,"Client > Fulfilment Method is set from the client's Shopify address when the client is created: a NY address gives 'Pick Up - New York', an LA address gives 'Pick Up - Melrose', anything else gives 'Ship (Shopify Address)'. Order > Delivery Method is set from the individual order's shipping_address when the order is created and is binary, 'Pick Up in Store' or 'Ship'. Two similar fields with different sources, which may explain pickup/shipping mismatches.",2026-08-21 00:00:00,Cobalt,2. High,Done,Slack - #danielle-frankel-developmen,,,,,,,,,,,,,,,,,,,,,,
5.0,Malformed client/style names in source data,"Some client or style records show unexpected name formatting (e.g., “Sarah Sloan’s,” “Adelaide Cora”); flagged as a data-hygiene issue originating in Acuity, and asked where normalization should happen.",2026-08-10,Cobalt,3. Medium,In Progress,Read AI – Stand Up,,,"There is a product with such name in both Shopify, that's why it's synced into Airtable:
https://admin.shopify.com/store/daniellefrankel/products/4942021099658
https://admin.shopify.com/store/danielle-frankel-studio-la/products/8180377518261

For Sarah Sloan Sloan:
https://admin.shopify.com/store/daniellefrankel/customers/9542610518268
https://airtable.com/appUC2NFAlURayLx9/tblLLUlDgJ4ktzF7c/viwdtcxOPyl6em5Pe/recCquLFxLp9b78yf?blocks=hide",None yet.,,,,,,,,,,,,,,,,,,
6.0,Can Avalara automate tax calculation?,"Julia asked whether Avalara (tax automation service) could be connected, given state/city tax-rate variability.",2026-07-23,Cobalt,3. Medium,Open,Read AI – Stand Up,,,"Shopify calculates taxes automatically. We recall Julia saying earlier that anything Shopify calculates automatically should be allowed to be calculated automatically.
If the issue here is that taxes aren’t being calculated on draft orders, then it's okay because we’re currently testing this on the development store, where Avalara isn’t connected.","Per Slack Aug 19, tax still isn’t pulled automatically — “Tax not confirmed” must be set manually since it’s uncertain whether it can be pulled from Shopify. Avalara was never confirmed as integrated.",,,,,,,,,,,,,,,,,,
7.0,"Single, clearly-governed wedding-date source of truth","Julia asked for the wedding/event-date logic (Acuity vs. Apparel Magic vs. manual confirmation) to be explained clearly enough to brief her sales team, and whether Airtable should be the single source of truth.",2026-08-10 (also 2026-07-27),Cobalt,3. Medium,Done,Read AI – Stand Up,,,,"Cobalt shipped the updated wedding-date sync logic on Aug 6 (Acuity + Apparel Magic priority rules; date only overwritten from Apparel Magic when “Wedding Date Confirmed” or “Wedding Date Source = Manual” is set — write-up shared in Slack Aug 6). Julia was still asking clarifying questions as late as Aug 13–14, so the build is Done but a comms follow-up to her/her team is still owed.",,,,,,,,,,,,,,,,,,
9.0,,For Maya Steinberger we have a RTW Size (4) in Acuity but is not getting synced to the Airtable field 'Size From Acuity Intake',,Cobalt,3. Medium,Done,,,,"We triggered updating this record via Acuity dashboard - and it has been updated (including all data from the form), so Acuity webhooks work well.
So, such problems shouldn't happen — either now or in the future. We think this relates to the issue where some data was lost (this is very old record - april 2025). 
We will run backfill script for appointments to fix them
Fixed client record: https://airtable.com/appUC2NFAlURayLx9/tblLLUlDgJ4ktzF7c/viwzN2VElXtPJCTh6/recildV3b1XMTbdoo?blocks=hide",,,,,,,,,,,,,,,,,,,
12.0,,Pipeline: Country shouldn't be editable. Is missing synced data from legacy syncs.,,Singular x Cobalt,3. Medium,Open,,,,,,,,,,,,,,,,,,,,,,,
13.0,Pipeline — Sold Stage Cleanup (Unassigned),"The Sold stage view shows a field (M2M) that shouldn't be there, a manual Alterations Payment Status that should be automatic, raw Shopify/AM order data that should be a proper table, and a Due Date that doesn't parse or recalculate correctly.",,Singular,3. Medium,Done,,Axel,2026-08-21 00:00:00,"1. Remove the Made-to-Measure field from the Sold stage section entirely.
2. Convert Alterations Payment Status to a formula — Paid once an “Alterations” order item exists on the order, Unpaid while Alterations In House = TRUE but no such order item exists yet — this ties directly to the Alterations In House field being redefined in the stage rework above.
3. Replace the raw Shopify #/AM # display with an inline table adding style name, unit price, and total columns.
4. Fix Due Date so the manual override actually recalculates the rush due date (currently disconnected) and correct a date parsing bug.","Issue 1 — Made-to-Measure on Sold
Removed the Made-to-Measure field from the Sold stage view entirely — it didn't belong there. Status: live in Sandbox and Production.

Issue 2 — Alterations Payment Status was manual
Alterations Payment on Sold now updates itself automatically instead of being checked by hand: it shows ""Paid"" once an Alterations item exists on the order, and ""Unpaid"" if alterations are needed but haven't been added to the order yet. Status: live in Sandbox and Production.

Issue 3 — Raw Shopify #/AM # display
Replaced the plain Shopify #/AM # numbers (which only showed one order's numbers even for a multi-order bride) with a table listing every style sold, each with its own Shopify #, AM #, unit price, and total. Status: live in Sandbox and Production.

Issue 4 — Due Date override and parsing bug
Fixed Due Date two ways: the manual rush-date override now actually feeds into the calculation instead of being ignored, and fixed a formula bug that could make the date parse a day off. Status: live in Sandbox and Production.",,,,,,,,,,,,,,,,,,
17.0,"Interface Renames, Recap Display, Sizing Dropdown & Reference Diagrams","A batch of labeling/display asks (two label renames, missing Sales Associate/appointment-time fields on the recap document, a training diagram request) plus a sizing/pricing ask: size entry should be a fixed dropdown (0–24) instead of free text, and Rush/Alterations customization-pricing categories need to stay excluded until Margo revises them.",,Singular,3. Medium,Open,,Axel,,"• “Can we make the size a drop down from 0–24”  - the size-dropdown ask is the same underlying request already tracked as Sprint 5 story DFS-5.5 (""Size selection dropdown 0–24"") — kept here as Axel's own tracked copy, a duplicate entry rather than duplicate work.
• The Rush/Alterations pricing exclusion is a deliberate pause, not a bug — a near-identical item was already marked Done/paused elsewhere in this tracker, so this may just need reconciling as the same paused decision rather than a separate open task.","Ship the two label renames, add SA + appointment time to the recap page, and build the appointments logic reference diagram; reconcile the duplicate size-dropdown ask with DFS-5.5 so it isn't built twice; hold the pricing-category exclusion as-is until Margo's revision happens.",,Partial,,,,,,,,,,,,,,,,
20.0,"Recap, Notes & Sample Tracker UI Simplification (Alonso)","Recap sizing needs to reliably come from the Sales Associate rather than the customer alone, notes are split awkwardly across per-style fields, style entries don't link to the website, and the Wedding Date Search field is missing from several pages.

• SA Sizing Enforcement: Julia wants sizing always entered by the Sales Associate (never determined by the customer alone, since it depends on the exact garment/measurements), with the SA-entered value flowing to Recap — the customer's Acuity size syncs to 'Size From Acuity Intake', and the SA updates the separate 'ready_to_wear_size' field, which is what should feed Recap — done.
• Recap Doc Product-Page Links: notes should be a general comment field rather than individual fields per favorite style/accessory, to reduce UI complexity — in progress. NOT ENOUGH INFO PROVIDED; CANCELLED
• Julia wants each style/recap entry to link out to its corresponding page on the website, using the Shopify product handle — done.
• Wedding Date Filtering: the newly-added Wedding Date Search field should be surfaced in Pipeline, Deployments, and Recap views, not only where it currently lives — needs review of whether those pages' search bars already index Wedding Date."" - done

Point Recap sizing at the SA-entered ready_to_wear_size field; consolidate notes into one general field; add product-page links to style entries; surface Wedding Date Search on the remaining pages.",,Singular,3. Medium,Done,,Alonso,2026-08-24 00:00:00,"• SA Sizing Enforcement: The sizing workflow did not clearly separate the customer-entered Acuity size from the size confirmed by a Sales Associate. In some interfaces, the editable RTW Size control was tied to the Acuity intake value, while fallback logic elsewhere could still display the customer-entered size when no SA-confirmed value existed. As a result, the system could not reliably guarantee that sizing reaching Recap had been explicitly entered or confirmed by a Sales Associate.

• Recap Doc Product-Page Links: Style entries in the Recap Doc (Favorite, Regular Customization Request, and both styles in a Hybrid Customization Request) had no way to link out to the style's live product page. DF Styles already stored the handle (product_handle_ny), but nothing combined it into an actual URL, and not every style has a handle on file — any implementation needed to omit the link entirely for those, rather than showing a broken one.

• Wedding Date Filtering: Wedding Date filtering was not consistently available across the requested interfaces. Pipeline could support the same filtering pattern already used in Alterations, but Appointments and Recap operate as single-day views: applying a Wedding Date filter on top of the selected appointment day would typically return little or no useful data, since a client’s appointment date is unrelated to their wedding date.","• SA Sizing Enforcement: Audited all 12 main Daily Ops and Tracking interfaces to standardize sizing behavior. Pipeline, Recap, and Appointments were updated so editable RTW Size inputs write only to the dedicated SA field (ready_to_wear_size_manual), with the Acuity-entered size shown only as a read-only reference when available. Draft Orders was verified to already write to the correct SA field; it was missing that same Acuity reference, which was added. Did Not Convert was corrected to display SA-confirmed sizing with Acuity as reference, after fixing a pre-existing display issue that always left the field blank. The remaining pages do not expose sizing at all and were out of scope. Changes were spot-checked across representative cases.

• Recap Doc Product-Page Links: Added a new formula field, product_page_url, on DF Styles. Each style entry in the Recap Doc now shows a ""View [Style Name]"" link sourced from this field, styled to match Cobalt's own design reference for this document, scaled to this doc's own typography. Entries whose style has no handle simply show no link — no placeholder, no broken URL.
Separately audited all 704 styles that currently have a handle by checking each resulting URL live: 378 resolve correctly. Of the 325 that don't, 186 are real styles that should have a working page and were compiled into a report for Cobalt to investigate; 139 are internal ""-customized"" variants.

• Wedding Date Filtering: Implemented and pushed Wedding Date filtering in Pipeline using the existing Alterations pattern. Pipeline filtering was spot-checked against representative Wedding Dates and confirmed to return the expected clients without affecting the existing search and filter behavior. Appointments and Recap require a product decision on whether Wedding Date should search across days or remain out of scope — a question has been submitted to Julia via the Questions/Uncertainty tracker to resolve this.",,,"Waiting on Cobalt
The links for some styles are broken:
-Abigail: https://airtable.com/appMmEE4zyHMGhkkd/tbl0hWIRBbcB4UkVC/viwsprrjNJgDDbhRv/recVR53kBYIQVYGxx?blocks=hide
-Adrienne: https://airtable.com/appMmEE4zyHMGhkkd/tbl0hWIRBbcB4UkVC/viwsprrjNJgDDbhRv/recyrjF4rqdYxgqLT?blocks=hide
-Agapanthus Tiara: https://airtable.com/appMmEE4zyHMGhkkd/tbl0hWIRBbcB4UkVC/viwsprrjNJgDDbhRv/recaAsZIfGSzrARNS?blocks=hide
-Agnes Hand Painted without Watteau: https://airtable.com/appMmEE4zyHMGhkkd/tbl0hWIRBbcB4UkVC/viwsprrjNJgDDbhRv/recaV4hRbPHN99xYp?blocks=hide
-Agnes Printed Painted: https://airtable.com/appMmEE4zyHMGhkkd/tbl0hWIRBbcB4UkVC/viwsprrjNJgDDbhRv/rec4Vo956nU2e7ciI?blocks=hide",,,,,,,,,,,,,,,
23.0,Refund / order-adjustment page for Margo,Julia asked what happened to the page where Margo can see who needs a refund or an additional invoice/charge.,2026-08-19,Cobalt,3. Medium,Done,Slack – #danielle-frankel-development,,,,"A basic adjustment section already exists at the bottom of the Order Detail page (per Axel). The full dedicated Refund Requests tracker/workflow Julia describes is planned for Sprint 5 (story DFS-5.3, “Refund Requests & Draft Order Credits”) but not yet built — first requested by Julia in the Aug 6 stand-up.",,,,,,,,,,,,,,,,,,
